12; 7; 12; 1; 1; [-0.568064746731155802511807559127516624533492552453518169479662501567581679041190891725364249901244165108581911979336375091931405545405196641431589136768699448251072140303308710357169150317626777162708408082247712676966182419306963224253118031965911118272575865941322351793877960272119980896785267449819112669994113609361936722716377779714944273814271436661183610493001387690513891935642592614201254211135089935315686097175762175776742310654235031877922526855351982356745164359236238914581247110276137170842665745851108633166222138583472131946338344852266244689359465857940745389122028322606031235561803772751231560700582076575439976373090804514321111060933891872106271055863219 +/- 7.97e-676] + [0.822983865893656394579617423439381990655067693087573805827002724571635700150314295942186698255962206252441645490687439964563511069146333555203772530465986523000645887009645203695033962087474344959055650874343486110530580610903097765828442419055956400625677342960491214344815947555181548737987549535136294721868083309591173637232614328399120272740935137375092374620962633748665786741414889220253427494324264370712072343476947608771290891307358443930417731393009728201378225505579861812875363938061023348481281266200547263478950762724838041715930766127559980623647772665823013954481897091109575892000953747108060132745530624945846382457275615476091748343750295918946222087279376 +/- 3.16e-676]*im
10; 10; 1; 1; 1; [0.120536680255323053349067687452543582273681159227571404796948824016794580017060197115752348145040113795919935577988999693045142801974411330377984775782609392885488205219104630196868200460333796625639383741871884451769733336059476066682739386568310240440701883190951119764185327810613826570508712162195287533940337576097450770090213240722427641406755906774281279193903026303270344506953571390015091885520317450440135371830375611585457385973572447519592158867467791845903880666889070587768966845984445467634669547857100717319900871943942913806236387867176286556572303015196399778648592510525809718217975269809801604114627152262153487086765316261473608990398521874837045788718858 +/- 1.29e-676] + [0.992708874098053992800751649492520179343675632970166855770997560511867446213962914558616949342782404418991186071417709107140488973474468995029349831424675540396079752232735045227598028998541129797815483126135392720995068396241520505241807982852439819887951319754478298349380064615622112006942163259517447810774564435543125790721144427086497365569383442734919653560556867077680408113125128646829722124574484025802520740295269624223104294342594384602465742661330885813665897705490163539318976429890654551627349295165008538705846490313878501599379051933567122729820789513525487703976642488567590625203653582607631851740600728391295296001976029397257304545133649115696444028806005 +/- 1.22e-676]*im
2; 6; 8; 1; 1; [-0.039324374084470372202817860835457788624866465966113517071845274485168950526944066825917679524930384441229380957811482488259111179265666717490853876949185087512253936446960139044590789366547774767402094839925217622666188960853928561668521826226277697890193312118443807619011287782358420821770848160161779440577353673466984628482302263695569903105007557772423669820995341443583174063795922892919527354150972175308843886243726739490003256631141017784434685287885920304559142650436547360626254154378336743152662934925860435904084585176391099366941345980558726858391087656781220707783745872120416770837167536039009624869810224778978559618399558599038899456989073815900938683279745 +/- 3.52e-676] + [-0.999226497648488420516475704431413311107213482689568086068600942641993632309092488757826109643485268220596653193211894061723893298344175880478463776326796930214227206494966387363807031192631418237695671792842726195739011271001121143728033562350388190114335638376867550762355039385030997247286593086496874130421602467626953061228900525485661198505734148443779668372739405880985611791720605243904101962828103892676312199273805441560811229677023071152007674291737771007525410905738632062752991087408033394688718255685474007779981528947371577843126062786588717642954404145690074376789301869048850146080651984338338787221105519232975322831162240854947804183254390772519930897967127 +/- 5.50e-676]*im
9; 6; 2; 1; 1; [-0.906579426566766550206727362217223343272182975155841836410329685752109853811115562659428136559019797128567134294201686157807274131882487432880734654869955839811779778685689730719530437346375457998442621372905011675772407425050504490244628284971889380357764355726284349670983009246836169601434092921095332147668995803136254615207598436590367560845163260696167357375637569334359719432795725925130855310001622117612753851120231886208938385087161758113535659959628501298355156275238483794402268301232549067089475076126432920772537761932778044109574193521942047297040056871841754830702080218494273456762798974708555403098210097750244796656117850912126642876440335838912963980865759 +/- 4.46e-676] + [-0.422035239436083981797283391816273128653187324640255254049172255769221356599519661937753518549205872292869651316101528846381016555784007215765956259090976797473576527545558928624498528729588632501188954518780491098217441172928326217234832743347901027788356212386748237885516934613612855612745576286106786170803330925576912043538560335679941836105084569217777387403807808298781812005147891512533055797956897674170279762107862314901171491621523075167210419954794067932521627803811698643510083046657744438348461809310450176563446089409404273939371332579642106367757422938290706588744187632443625355289330797008313441127977945646226818164282766907661997830328036103416359245054209 +/- 3.44e-676]*im
7; 5; 6; 1; 1; [-0.221329671890055037214619342592243644415850949977955439990561473149190539097285562609713650627137241565263005393780946060049759377276779223242445871962167396927012850587929901571082401586394539984579923306025770217027782110288003643378303408916261421826676439338200089076713979282745409486733237948733579098935744904432902420173670410681148949425442725016379725283719598028850843146766234229651598405081592538735545133453773414743140080071958508350912246961368955196049651652772446988641096047881252300986207617267292694012837548638763723252966737505742742233498211352562518057236886619674967132655812035714633177521585920551049706371371080061686884452225646056638406626660734 +/- 4.36e-676] + [-0.975199044472994026472235636583596509878101819702833624786037830673712805649553976999335291295881915613761745793588545916386952515155386142034797955132617411033789946965485821133210137258357603903897563979499195482045121479445512447108831106009984226460182657230410922434833514840444175558222225454726359298342651405285843522718348602139926439930994849621814311867509721812781673485278857905936800184959663835876844368108436099743860997673344038382844658486902069458358017362390184554141617866628025198149134864519386185401931414451190076791492010333080825388577067508498520109366701047625043082325183642352354102562798364945822509817633123535667391686554037910740240254564289 +/- 5.33e-676]*im
4; 3; 3; 1; 1; 1.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3; 12; 6; 1; 1; [0.790477651072226488616907674930689605875848247361708799275133661255706114296373167473877190889425626170354532744321513364675116816782099191517840812892572957127290479781514573137608578213389829465510603608225017322330867572657518404517241100978041863769593922332179799960676012091656970288546439062504700587962316462098413849498405995043145785357209320542458135556127654411449747097536440221740042185439770013670033267662510492261027570384904928119737267163467995370260737252303684334895581081762092257160855579175648935120859357218417576035780007821666075502514735311427929566684161433342727273723728501209496602172521113982267977461142014335109239173021325058567278374956455 +/- 6.22e-676] + [0.612490884140601188809915254609033538303294707659426239557243575121657200327622261029411537941045844021413029265595559000445833560341792056195984602544288706557184067304136947175378344535113625765180195492564546005293080845626715773854682382087641201703358798367889897180038404123472250562763587586731305865630280378562777933471384789544494343869558530691833289998456309829963831705007775935071396647745307961063984462769437009744652701311854295862411244060906771800882772584816229260458578867243047731185357224416928064766008191984735388574147940131768747959994770059306891668364058451318409601877915119653096268387129894306487565392247483107839335232070461623176288045184718 +/- 4.17e-676]*im
12; 7; 6; 1; 1; [0.278217463916452634554618243965152438202630356465099155477497017270828858333268491985403222527627714533926696298814418809335578240047577068820401659020024925990573290204616138679917229587896414046362455612812026970075788888289015576601331819197647789574787026296579450839400701376149182917258908665487304118130214829105000158999574669190795743952667037747277869494622102710420834900762116510442062036830437087726137224363464011986889897497433211303342025773088846234053496821645389950468803164685829629416965981094402805708271934880165775370143929454829040505955417953795672853785288890134510747135988376683486112764669727515642134140633471625305452503431144909195742359842602 +/- 3.75e-676] + [-0.960518111631372298439971603951113436940423053974321441422742254164157150827849623864432641580326346107966667260049507716375424654875435588418323054771640018324784245239884677798230927713888728824060822971677274659249491434735294748323132912395862702153388787933514998025297407167598239825422996309145924312410962520255702028211119396976801710894256273980136033025241867482909559105052551373512957573720591496498954445827055597068013736087010948798293981923247523039464997630524377617349456254108252418962208004623028602217721466544834591742506938682024781410714333932908656243416409035611814976464054684413574123571023183940562682479542927763677365605516861295473940384530582 +/- 2.41e-676]*im
8; 8; 8; 1; 1; [0.9709418174260520271569822762937892272498651057390035885876445264770417087600066769325746064083842615544382054975009919254463048496930464155553473249301361791662907245987210261508467910246988681423040281169569605413550311167672658612744165742424457489295081310273197010857476168867288929327662141528965862542095598492850216578104827985137046483269373355045788497314247969248211734919186592914905403171684910035334356500460589159508040556484867962368905839629977578957695171501591377125166124690318749316381972609824066112614630386122208232757515495001174877658222621456546265835205913238423294042708923808864819420657565805313150899398231537884448600218321027957207052068725945 +/- 3.44e-677] + [0.2393156642875577671487537262602118952031730227383060133551597186618315628507518719611949822208644472589734577664210402558025404094227565530216993277656901448737924319698301704592925433713297445874069644770186802135240950724585949809431513379939642925852486152419423615881215344443210522062124391403286022475913750762517895438258183574738659182207110665536430078099352776575709182283290716098278804694488943001424433759689790860041093858457943055268583785961102549118173071822881137035635240675051961858280895340519780692666402948631429407997784155675449015412056589873390953685554996166671984273283963336780481078814314795278711268225875796806889450041316845182571356485138035 +/- 5.15e-677]*im
11; 6; 9; 1; 1; [-0.831415916928915791982822006791781441321370230604398153010468325809316298158452413051073295101554534556678023570336688439949830267502837688918309053417931176763825369829255041615889091068308527804561957174286630697205870944628398802783218622555175962049630447195855811437220207242935372633063055361616742873403892096553687354004818606791045679888846835792385045168938072254661727502815054172660721333932734188727204999555388748728409767224760979081548275032678716755298721822050459432901328659007328639486664688159631907885671323620505533741550021826925603207870235987003866058800694856435838099829280034589500601779757139204918916464850414853359583943717640138403283839678550 +/- 5.37e-676] + [-0.555650585419695382669708164787732028725331919275223922071369101872322759212543953040559696531303496766425568900486323534919807624206257227643983912436834007728816960643655047704974366370809219061343623147308318170039693094558694810183184860470637212195766566830771244668517145012978634856043469011019701854990219055753535241021087327741541088098486943555337737256555355143924677188844319076404984047377202416789889425228110546575548239131734408268327242849701932437848412338908376591893194959902356371198635579907513565909132030772784876056702157529245308826231387968353192404372837205922086118169860552897017707318612188796930357949926265789302266151459812624936814942133568 +/- 6.58e-676]*im
6; 2; 12; 1; 1; [0.368545106346518476876590412837332491281578910220192572927867374004989058777420311195440265186668232813713317553062503035919923449859754619730953177160681753532810725663913846827413656819269421549711836136202430021482514441833192679999876273798858922418452010754516356514997549812285584246291187381803821105577496374177930631505857323511861784270540030359661412649545451622747336914213291506238400180361490460017314611375394038879925158604665845169829187453193004252980615212539902672562670782331327658418056680450439106085599788653985139222033384768829806289604826169156529823762728293119475937019674044427404872728471220975385739007953552232040002666715731886152617663292014 +/- 5.74e-676] + [0.929609866873213317173712269238207894177402376353455997360996474710244569937017839836159027311070002982323987708657377938720009007729049728470970511266453917819663844130534749297726679760990568112666752969304386112243820237802879993245192243979730499080426484374930421580517479476058336843891784424639773141960666371644322630893848891304535636280487202048547734136333581477078930784045489258838708874530985564335027054164264638078617262427210047469356597422756200506105044144340863443294371909953528944885081190456589866035660466806906728157617360992662266180918450861530650323850307729146069679971606027745284343060551523689260937539199536367606386133790425054844786220668757 +/- 5.45e-676]*im
5; 3; 9; 1; 1; [0.997128850876208107275888860477651732936796904618877073334424369337654541247902389956780293618054821707393291619136068561111669860210562199770107545370680064968378219597238188984814075848921065851699558570118178669794382841294222971139822293977122339491214385465073219467944426556842485255438326604387378422029038519279345556704446621141388721472572869526151059268399419836199620559584027752405209863815330572638824246538851497362591697477627827310860902839196961915104636522299029174304840643961834427534683997869615524805474482089387362355245570491801534841421349040297898309658196283990163193394548079812871305451684772836639627626477090135119411356677420457635947115869877 +/- 4.94e-676] + [-0.075723541585775915786601585870040330044945132169129749454677817398352754763769520761451142023069598406766721589958454243420264900481122583430921722140268846010254311135324850724444768112176657674396531909597626501325993439457439260644192313856135346133009184786449460291658135862623808527389649913737150488811976760112809935763438857677356028278469159218451547844902409487391498269361500320022179903826819078393850057863947587361366531441216523489187935383230319773020725349905374999841575475835290040537608261062787185041077869279342732684110866882199769029248616146984773077555230494946193323299647513844931872132060420047137934538878563282497249159364794356281340502001487 +/- 3.22e-676]*im
9; 3; 12; 1; 1; [0.8854560256532098959003755220150988786054984163475349018024038087267575570337278625338822979132474736155684913249523889470382191216967530211633237608484435454274481022206531271021690496506065742421231026780630346069185596241879511461688866689347504329763270983898143254624861636333496323933738694573524818684790679726736354211133587697604946348767527862298525467233150863758083916993540593999250175677668906245894855339351082571762788733172117568822424062211607548295970886757655865382605333643891691946960997625920074113140876328232803277704627521720908713781706689750577385663279588694145899861071684608467989704109663546362778362089449328433222159754815244112808121518386483 +/- 4.44e-677] + [0.4647231720437685456560153351331047775577358653324689769540246850166677140715563143036679926468006256640919963528117611045335251951898026877539448130892342716456019023712237630618502762609317148823902016742415105571531098163849743675718371449019908362309680035857932514041290870983390368775310672515936937573811499221285912911052798625040077858411144569482038150580891674396495162045065028209537225476397043728417070185391404883786075775117398399947458527637548895637621544894295429442982931539999397961416676455139512544018199487951080067177200247977422873667477634236341034284981224404770655104784829094894887621215707546920064672618910285030063745188001287382326100200600931 +/- 6.26e-677]*im
4; 12; 10; 1; 1; [-0.413687101677647394847798418091454121946128525132809017923060435027864436444025013964283020731397990298874065160574801758154601256818837297951400942201334511911824159109662302777407099300720202779123851724473865693949005741909984844617749083338974654470633183735739232779191405760168173735404778995514478082370728599521577460616359733815360189983461418697188760896938528687666801693975681761929456856209569093447119693367027719821236401601832406245445873445043813171076437345929961635260320676560421648634766538277368552024640094875374604552029687097076985049468117280161913561033372082764059317577576271338286833104227671212322462930651940883799123415297221333229734648152896 +/- 6.35e-676] + [-0.910419124307891406890317454597874718108859494307650995980775936386321374059304368287010856698171157283329729896914092570894389023966825845710544894422199916651788590999104706426107268856889631310196895782271731141766383300952675674093594131324422514755982524694022242579566868469896324325127944306960462495659835271262931352842847261668900672211413223993014204943656093108564477909105001910192034229031098914133828455225014936075436394829956135585023152448752120826731303009916618601915159260325773312721625322772928731897730075058921935586153752546349322133413989552146939484651214929212527024312955472465872442940889314685675681065317602952131153896740823054451151659477095 +/- 6.64e-676]*im
5; 9; 11; 1; 1; [-0.753856605826139842968224710612004420257789245128507377282578598823537310089222030049806842330587540172634178876029274959408386933598494196419105619941111559110547629652682522725305779656209162872460307636393525084443162952296287951407288924889748093091208480239091390684033162230985037510013580059699075239668285466382412541560840583417992936664255936798588532124115878587778198933753173755293953911858787718481992324269955062860161485926287154538069917557233488707863446668392148291836268846555046951058203803986122244502247547736058408062748348488195630262498719979648157976039754906796746386851861267869713172997280744958189485157445851555174072814194351360556466780409847 +/- 3.08e-676] + [0.657038977422414430512956465227104358802687741923252133820733453723888353471035756928359589269955950135102537727054587231771846011884620848204900377711991354535250145113711684771416584304174313101676561133425928455083218598528372005884141241516170921187923036930514479412426673826161857421810062114637550582511653967443392733054753746878038934105108153146084975756108383190322873940762099973731121821153006592205098641597671097625824745819944102925270656990052857701240757018539344242613154162263934401453850470624202694623416534762755129921832692818514496445173969482791568274314504841633462769360339294586595767897697883328016060051798937298766781833452316360716836750616757 +/- 5.15e-676]*im
8; 3; 10; 1; 1; [-0.354604887042535625969637892600018474316355432113794753421739368686760399977535448348479875553664907993109881396925503546075692357496712425250554244907875498877263666371219598990579651370353634668694178920862918241474186156979399029559358004178685227027319370377101977996402642595842818136321410910388086270245203001455257928744687030077628673568057267625941600141497809079207941239212401006714250612771509294446208121810309379415830296126344032134853041080667295099097187742158705312148863009273626992170995287587528634561697613631043320228656872810349684973053037231405445882477495182199292479059032698739713533520268913999385950933889754259362788846263901757626615298176354 +/- 5.65e-676] + [-0.935016242685414823439784599837830729050517469578431870696380270091830542880011948633995494696458736068555602829967529010071565842756036873269637558831986721059076895980080999062227317573009180911776321100174129116403133239463455836464883572687066508670930677363643205474244475188939842325330873917964889093653548483639608830562474488666398571345461685302387982978620972287556063734184945647764707232036346159169948080690578215259025194273288402777148776764491178121828273586255193731582875079786078097497592079009084185276659131084678287556889093404457944647936124327011142062142063156365322162213006585315357890093592488883845583915791774383339554951235553293600553823148465 +/- 4.21e-676]*im
