9; 4; 5; 9; 11; 1; 1; 9; 1; 1; [-4.20608980230485298552915216211860398058922724438035215103070939906916867624327121579645066560702649964279001854526355597938104696588812024726784697127734953435184877068915833889372042080984461251490084480340758103058020097177085310034896559275678684587229005561918271500360660785866928568768477568233384548132638602137828240784134055359933193719017217097836560165360840100182762298037848250479083753041931354732474609033864781534222798597110371625210861867224005178618856028420077131222173605970647680633798826575899354507392570227375866346919302255373481946974565963424040479400639074234948769217248475194480011784503583409962700651808140109079552862769941724147508171928821 +/- 2.89e-675] + [5.037192852631887048145421084076177201971466659772959848085200640699905622069599653806933519121533335369459341249980880734962285984287727439620829075093619857357918256966381932607461465443365184738681471827829993453082987991903302524844398248442209985791448111591232360818047395327186592867063813935754060467330458379043418570459604521539691573260749511898843428290768708015779640022589480673917244872014597420602382219435585701243150776481284195513926772013908674437051245237367760576348817027822442082345390031006298027128705012116239058498926572753602135225257360884005130110352691813044526805211765117725731880335268814040798553646263740764395455731047380288256890562654260 +/- 9.00e-676]*im
9; 4; 5; 9; 4; 1; 1; 10; 1; 1; [-1.864991827708259353684539835063060482841720224517236584689155102233439503590388661774258357172443245278036111126385516108687447303066983774933338722204180356564031407812334467090082208285936385097282996305178822296513502553362441342039907695104592456994286938065794754773436652499655927493346441214572316714350443376646158536745548393654239780199018724161023438500245675808730044556293239734198256145215388278234670688936943869872273001518346290867055692348154561317822550024710185691722310043485985762697542698688531967549561853670711387571654624141396545952605381181452554492063217367353308625294197714822506943120800522830623620075847267812904145445679281246882540066774884 +/- 4.99e-676] + [+/- 8.55e-677]*im
9; 4; 5; 9; 12; 1; 1; 11; 1; 1; [-0.067726093945826879394368680228790640289376486372218497437732128249950525959181066243568359785621754222880508210118953570552952375888502355384944699261694226176900241106510637456058608629609997968466336616381621205238816565886714055324378082051729169488581073424879108704141787350997752004507215769540079217867477980705811204328594303996742704716698597313061833826634432062355246624558456014940514409466446334466131982796450160894613568876269446079772476083898835188328475824829278475631124860797324222952748189890307181002588713179328092833242405996716726089142536548983410091178710890053773338966846421249579534839140146901972856480619875840501285805030215675359139510096214 +/- 4.20e-676] + [0.041722108418815305822527415384895245051770482289859592974360061568830021167235702917814761801464791668228001286143604113413287804556385183043362906075489917727719252389968574426615836811281900989624526025358635932042120045858798225584358805266438839795756256975238122631882312096973192635721820557405027227533866898900186670883503274326049492977009692600985636469925343673844816978821786343854195683537297153183998933021054342240704733022803236396978662546087789283878986784168773397475109412006430479708397241964713849000508439290737740792183384837892721563729196805417875026667326966561473614645530229486023552876553250006247946621072185340978977643902502089985760678441772 +/- 6.25e-676]*im
9; 4; 5; 9; 8; 1; 1; 9; 1; 1; [1.05053923310328323209361995492085218343966173099893497776486555205165126852469495179463564910296521765937815161184829784257227227815478551055567992597407021604990426376092431771464562148841208368809591968929129691945258569274806384106142373134698402623572350684561052152123583931407077420159933318439774003483795102933520867981903642352456756530665950362352819875577014533316292166391840212962468795753732342774371479205446963545135053854913540675090553032460870699604598737414880163269523151939537147035540105228899005511038683236109440908850003608429435899793272572109026804695104409670264091967694638168984714623833091346437233506141131025573866714789623360671509901144828 +/- 3.08e-675] + [-0.752127288302552357745473748716608264324281393662327608993300886024651363395394649643244262435515673421767393831694816592166605161447639539162513393682302758543712327545824219696309392639912293230275084658945910551523579268428141068104891825647107132799201570630150312060952057613476023541691945006163703201512126617705275507314962155366369038366500848894959953677838218185451875871413672967937237861932089068369020030671439626656122731496067752697750281840420973817557631557224782612001617140140494896843697406167186869222394853834373656278230342728684467595723475506055252390928349601232090498315668251945876249650108381277455378796754190469053777963473107977743204689814151 +/- 3.80e-676]*im
9; 4; 5; 9; 9; 1; 1; 11; 1; 1; [-0.118305351498991683888980807884452516132704264537511123350137704121598447854160208248210107344103181908939734084600788318003037500308171288615450129493645403668716650515863071980463529002017425427780815742383808729392046449705609898209054185111715957562793626385817058153534866386856183848165554386403663641151451808398403977129594047755339311133454404137926675215828834786081542257595914683994241811917572769925075946605258343938530187625117450548538486324918004131604260061753071189137694577327449393951267570940732530970450686560512406603517080536268355103862642243217414916965642194532309472282367221014239751844797680834935855103099095942488704777734905517912761333122213 +/- 5.53e-676] + [-0.149993409628862306009790173697878036402231845245919061995453869124891242890035463322160318052446005101239540498623812913827324110220292605797267071372554629184122459790423924347086374718718187159879140697802491733171578693028781166248568596537060490807097994270290382819672228673515793074300656950937634889671128798725922725625410170390553681565326344141325112574489355719422097418720883490635908079970513511410061836497469284197233355849597191488145443050962587030393463610094202729111432817648105661152896478661634638130755095322820119732840017646735526393146929194926592010258237730428952249660492669966691574103953402835215255158683640465218966820177845059762029458402456 +/- 6.66e-676]*im
9; 4; 5; 9; 4; 1; 1; 8; 1; 1; [-0.984953427007297719680809214240365279499485795638540100680067812689093233017994103495136310142450662042431738100673049180540521589571440532904745487758230839299058489265061050735977115247106034206554845196598970051022595511706755127496391717686861392110789836248199529793037364547151387591360507811516515709081998352231748892946046504035089819354749851713599754447489698269664118877653889104762145869437715809967978475330362147863258504806409340102312640795872367890618645333942405350979043112619264854361716085523499307970995697327875167415214791062049672198651573547603183968588111759034785327911457613491544536034314372428418373171578912491527814774434138548853051491286789 +/- 4.71e-676] + [-1.243369096339445142742095497975107175761793878206684955818636390662853832047439017174686041146645432457212359442550290258008976476048696459478333414157202124513690526036442940790528404794717220187917970399518967558227955108730012419692515080457108737200873005304931354539832130974118600176607469983338418882272468425404784537854799624513479153997284917521186294244372176076662688564399020372140559884310145582524694207511114929378707986310945725364843068237560119209611399087966461187162461287942366782407808033444687073116428827929868306429700761255216075286293311094070629905589986049208562048876089955596707974574969522434613564487469429162354553594779247931713610590282239 +/- 2.43e-676]*im
9; 4; 5; 9; 5; 1; 1; 6; 1; 1; [-0.0122319897398046349456174415304038870918008624554525307271040146650202940013616032429022046911163404605237670465562452935769017326548004768915576811524382032400900128483441169828439107655486004705244727429021484596324566529393252842196844164795318766460191108092913065215692109428280763282159630333952164539831914259813335392216188853891888962818273854807866118976361615674544083926523238681415026523120171650989173486832097768581763094357851811374259847994474598830878117985537227974814472969939891459411293362056325373511858185512059051946490947518110486793523918399684458030643825136160901975332888781636617445779975345953613809121989570775302094637716636556061337079951713 +/- 9.61e-677] + [-0.1561102732011722734374993056029329373805251001902636144427414459298565886535189177033669662269565882129550335375696110363363530201974648250708834578458256651097515048843336077600897470736406739057436874626856607793565879295918891129937726531202226493259180430718596330002287756769727217661472301636861929948682054828748223529595245426205724724079251744760788972463250553706335617079811564174074592049722804004352783714156087948752935952365503531847550670683170118436087979940454620530029643897535769460842240710117675569603392328662943882625253742870547453845818220611197138498650233160113141553114464370798900072247870482346564726418852226995862275674227238475377345134747161 +/- 6.43e-677]*im
9; 4; 5; 9; 6; 1; 1; 4; 1; 1; [-1.02868158363281597756491253520599778404175835436729555064419221584044627748214320242287058898311983695587973354627806043970623661825432718283840893126450225028014138730766946478700493334526237752003549012700234971534961217316248203345064405642740946627207072633381482280030235392825881898299825995763872066808221635529615281242655846963694821682854128003572384076656794103835702385800110878764343400082802257326897366494244537746417827561908612747694753134562799250054377656713578774832654750040015133974474090154399556450741009745844911742443269793641191704966469408047759901995582536311008004714523793684533821639618316356845072382160228499805996117572567948073795333202121 +/- 3.29e-675] + [-0.83748321060308330205153757035925934519626830210876145318179374557244531815590536475774251323376988799391128723567933822043146537493493795594474242270954217033454664365513035593910017768893604845721146681609931075315999605295763425571981120269738811699979943274098699377493830012427209859236814296542418228003660853870570881804795268073003114076783555797837027244446475786699185401085934429250024731705092142905335265130465826051805455422013585056879302354357451165068439152682341888563675327007202774029486904544478602822061535339899938165390299482385546905113534064109423758016614503325693534035222509561307101597647674945333122157033883600120717142105218598603834432932906 +/- 1.15e-675]*im
9; 4; 5; 9; 12; 1; 1; 5; 1; 1; [-0.094066304802530312122782418815075973326412477891299021930387616594544494242380501995206525030696872933336354149126200905602264821599237930368519873696545439990024186697872299261798677581173566678158485900681456698060165152012103547441378756749382638887233865592731061659751316457753863959196299574509737454693886982756022075598856035374042913007488417300754629137188141578209007798474204910830503439850376312914756627884896366161134821393169020193505096742036860811378597016658077796681574810811430295342806309321570976365823697371663573477392522372616622026331932030520187625134717357899456000233479589159466253011627251212700875507816201071561586270469901526673864332226248 +/- 6.67e-676] + [0.021743939023758853685047236232430905903122668493274980256486816144497077557384287199339286905945800799124584595813217603116941138411897051562669000164492996553071760676052023644347248042737029651527856659969592393404646048556479598429129097254582624483834530141239371459309517194367214527817010725683849711780488885516183420248597097344177378316301709531044981112041554901632898444546648873746545635043912953278893305822756029401851788907720931638720265430914432029653715731199897448798122032099548563051821073675351911580138318095459740047908208571986710521379791558376337590424134685609316391290579968679033903029552531247948786421076237736792663283557364005635889643714454 +/- 2.48e-676]*im
9; 4; 5; 9; 7; 1; 1; 6; 1; 1; [0.693170351381366878690037313074263877669168683861670267952886373942964254389202179052909047990226842153242858497247474483946605339097203796932433850548688016350085676266622406396337399944320800152856777742436209527304186666400347265069789167403070033963449252691361711427542272234880934486890356920463770035784736195959259778213103536267798639865696084754112920757047779175759743074061338954471761447994082092803277544239560012326089532030708679088970864931716313506277332151685134446369428157756523364083578762117369224133023166907986925190262990104251515913663794997668362469463860383460282462870625760373026244796809602464042223676523251955465498642771263053475589982608396 +/- 3.36e-676] + [0.761930352155217964834488596543478402070367620884116069726498693704157284849716393801717655394840461863926237637644628610417178283028653582757677846571187997120331510060658958187984865651522728587975602936072860546244744656758730225029332257048906398993175594785733683764231646456974482050283290595454070795710995144608237254592355414604635562397699290439337880350621694132617931629005691939813239468451929805581486213654604607675301152232556671785790519623770303093218784866244708009909915912418677816219775647438182011775390456356737264496868254679529697603731565607896980551281498658583216128034459294438922832707007906267704014048457316768359039691676409308136230736719763 +/- 5.71e-676]*im
